season,round,driver,driver_points_after_race,driver_wins_after_race,driver_standings_pos_after_race,driver_points,driver_wins,driver_standings_pos
2021,16,mazepin,0.0,0,21,0.0,0.0,21.0
2021,17,max_verstappen,,8,1,0.0,7.0,1.0
2021,17,hamilton,,5,2,0.0,5.0,2.0
2021,17,bottas,185.0,1,3,177.0,1.0,3.0
2021,17,perez,150.0,1,4,135.0,1.0,5.0
2021,17,norris,149.0,0,5,145.0,0.0,4.0
2021,17,leclerc,128.0,0,6,116.0,0.0,7.0
2021,17,sainz,,0,7,0.0,0.0,6.0
2021,17,ricciardo,105.0,1,8,95.0,1.0,8.0
2021,17,gasly,74.0,0,9,74.0,0.0,9.0
2021,17,alonso,58.0,0,10,58.0,0.0,10.0
2021,17,ocon,46.0,1,11,46.0,1.0,11.0
2021,17,vettel,36.0,0,12,35.0,0.0,12.0
2021,17,stroll,26.0,0,13,26.0,0.0,13.0
2021,17,tsunoda,20.0,0,14,18.0,0.0,14.0
2021,17,russell,16.0,0,15,16.0,0.0,15.0
2021,17,latifi,7.0,0,16,7.0,0.0,16.0
2021,17,raikkonen,6.0,0,17,6.0,0.0,17.0
2021,17,giovinazzi,1.0,0,18,1.0,0.0,18.0
2021,17,mick_schumacher,0.0,0,19,0.0,0.0,19.0
2021,17,kubica,0.0,0,20,0.0,0.0,20.0
2021,17,mazepin,0.0,0,21,0.0,0.0,21.0
2021,18,max_verstappen,,9,1,0.0,8.0,1.0
2021,18,hamilton,,5,2,0.0,5.0,2.0
2021,18,bottas,185.0,1,3,185.0,1.0,3.0
2021,18,perez,165.0,1,4,150.0,1.0,4.0
2021,18,norris,150.0,0,5,149.0,0.0,5.0
2021,18,leclerc,138.0,0,6,128.0,0.0,6.0
2021,18,sainz,,0,7,0.0,0.0,7.0
2021,18,ricciardo,105.0,1,8,105.0,1.0,8.0
2021,18,gasly,86.0,0,9,74.0,0.0,9.0
2021,18,alonso,60.0,0,10,58.0,0.0,10.0
2021,18,ocon,46.0,1,11,46.0,1.0,11.0
2021,18,vettel,42.0,0,12,36.0,0.0,12.0
2021,18,stroll,26.0,0,13,26.0,0.0,13.0
2021,18,tsunoda,20.0,0,14,20.0,0.0,14.0
2021,18,russell,16.0,0,15,16.0,0.0,15.0
2021,18,raikkonen,10.0,0,16,6.0,0.0,17.0
2021,18,latifi,7.0,0,17,7.0,0.0,16.0
2021,18,giovinazzi,1.0,0,18,1.0,0.0,18.0
2021,18,mick_schumacher,0.0,0,19,0.0,0.0,19.0
2021,18,kubica,0.0,0,20,0.0,0.0,20.0
2021,18,mazepin,0.0,0,21,0.0,0.0,21.0
2021,19,max_verstappen,,9,1,0.0,9.0,1.0
2021,19,hamilton,,6,2,0.0,5.0,2.0
2021,19,bottas,203.0,1,3,185.0,1.0,3.0
2021,19,perez,178.0,1,4,165.0,1.0,4.0
2021,19,norris,151.0,0,5,150.0,0.0,5.0
2021,19,leclerc,148.0,0,6,138.0,0.0,6.0
2021,19,sainz,,0,7,0.0,0.0,7.0
2021,19,ricciardo,105.0,1,8,105.0,1.0,8.0
2021,19,gasly,92.0,0,9,86.0,0.0,9.0
2021,19,alonso,62.0,0,10,60.0,0.0,10.0
2021,19,ocon,50.0,1,11,46.0,1.0,11.0
2021,19,vettel,42.0,0,12,42.0,0.0,12.0
2021,19,stroll,26.0,0,13,26.0,0.0,13.0
2021,19,tsunoda,20.0,0,14,20.0,0.0,14.0
2021,19,russell,16.0,0,15,16.0,0.0,15.0
2021,19,raikkonen,10.0,0,16,10.0,0.0,16.0
2021,19,latifi,7.0,0,17,7.0,0.0,17.0
2021,19,giovinazzi,1.0,0,18,1.0,0.0,18.0
2021,19,mick_schumacher,0.0,0,19,0.0,0.0,19.0
2021,19,kubica,0.0,0,20,0.0,0.0,20.0
2021,19,mazepin,0.0,0,21,0.0,0.0,21.0
2021,20,max_verstappen,,9,1,0.0,9.0,1.0
2021,20,hamilton,,7,2,0.0,6.0,2.0
2021,20,bottas,203.0,1,3,203.0,1.0,3.0
2021,20,perez,190.0,1,4,178.0,1.0,4.0
2021,20,norris,153.0,0,5,151.0,0.0,5.0
2021,20,leclerc,152.0,0,6,148.0,0.0,6.0
2021,20,sainz,,0,7,0.0,0.0,7.0
2021,20,ricciardo,105.0,1,8,105.0,1.0,8.0
2021,20,gasly,92.0,0,9,92.0,0.0,9.0
2021,20,alonso,77.0,0,10,62.0,0.0,10.0
2021,20,ocon,60.0,1,11,50.0,1.0,11.0
2021,20,vettel,43.0,0,12,42.0,0.0,12.0
2021,20,stroll,34.0,0,13,26.0,0.0,13.0
2021,20,tsunoda,20.0,0,14,20.0,0.0,14.0
2021,20,russell,16.0,0,15,16.0,0.0,15.0
2021,20,raikkonen,10.0,0,16,10.0,0.0,16.0
2021,20,latifi,7.0,0,17,7.0,0.0,17.0
2021,20,giovinazzi,1.0,0,18,1.0,0.0,18.0
2021,20,mick_schumacher,0.0,0,19,0.0,0.0,19.0
2021,20,kubica,0.0,0,20,0.0,0.0,20.0
2021,20,mazepin,0.0,0,21,0.0,0.0,21.0
2021,21,max_verstappen,,9,1,0.0,9.0,1.0
2021,21,hamilton,,8,2,0.0,7.0,2.0
2021,21,bottas,218.0,1,3,203.0,1.0,3.0
2021,21,perez,190.0,1,4,190.0,1.0,4.0
2021,21,leclerc,158.0,0,5,152.0,0.0,6.0
2021,21,norris,154.0,0,6,153.0,0.0,5.0
2021,21,sainz,,0,7,0.0,0.0,7.0
2021,21,ricciardo,115.0,1,8,105.0,1.0,8.0
2021,21,gasly,100.0,0,9,92.0,0.0,9.0
2021,21,alonso,77.0,0,10,77.0,0.0,10.0
2021,21,ocon,72.0,1,11,60.0,1.0,11.0
2021,21,vettel,43.0,0,12,43.0,0.0,12.0
2021,21,stroll,34.0,0,13,34.0,0.0,13.0
2021,21,tsunoda,20.0,0,14,20.0,0.0,14.0
2021,21,russell,16.0,0,15,16.0,0.0,15.0
2021,21,raikkonen,10.0,0,16,10.0,0.0,16.0
2021,21,latifi,7.0,0,17,7.0,0.0,17.0
2021,21,giovinazzi,3.0,0,18,1.0,0.0,18.0
2021,21,mick_schumacher,0.0,0,19,0.0,0.0,19.0
2021,21,kubica,0.0,0,20,0.0,0.0,20.0
2021,21,mazepin,0.0,0,21,0.0,0.0,21.0
2021,22,max_verstappen,,10,1,0.0,9.0,1.0
2021,22,hamilton,,8,2,0.0,8.0,2.0
2021,22,bottas,226.0,1,3,218.0,1.0,3.0
2021,22,perez,190.0,1,4,190.0,1.0,4.0
2021,22,sainz,,0,5,0.0,0.0,7.0
2021,22,norris,160.0,0,6,154.0,0.0,6.0
2021,22,leclerc,159.0,0,7,158.0,0.0,5.0
2021,22,ricciardo,115.0,1,8,115.0,1.0,8.0
2021,22,gasly,110.0,0,9,100.0,0.0,9.0
2021,22,alonso,81.0,0,10,77.0,0.0,10.0
2021,22,ocon,74.0,1,11,72.0,1.0,11.0
2021,22,vettel,43.0,0,12,43.0,0.0,12.0
2021,22,stroll,34.0,0,13,34.0,0.0,13.0
2021,22,tsunoda,32.0,0,14,20.0,0.0,14.0
2021,22,russell,16.0,0,15,16.0,0.0,15.0
2021,22,raikkonen,10.0,0,16,10.0,0.0,16.0
2021,22,latifi,7.0,0,17,7.0,0.0,17.0
2021,22,giovinazzi,3.0,0,18,3.0,0.0,18.0
2021,22,mick_schumacher,0.0,0,19,0.0,0.0,19.0
2021,22,kubica,0.0,0,20,0.0,0.0,20.0
2021,22,mazepin,0.0,0,21,0.0,0.0,21.0
